5, 0.0, 0.1
12, 0.0, 0.1
18, 0.0, 0.1
24, 0.0, 0.1
30, 0.0, 0.1
36, 0.0, 0.1
42, 0.0, 0.1
47, 0.0, 0.1
53, 0.0, 0.1
58, 0.0, 0.1
64, 0.0, 0.1
69, 0.0, 0.1
75, 0.0, 0.1
80, 0.0, 0.1
85, 0.0, 0.1
90, 0.0, 0.1
96, 0.0, 0.1
101, 0.0, 0.1
106, 0.0, 0.1
111, 0.0, 0.1
116, 0.0, 0.1
122, 0.0, 0.1
127, 0.0, 0.1
133, 0.0, 0.1
139, 0.0, 0.1
145, 0.0, 0.1
151, 0.0, 0.1
157, 0.0, 0.1
163, 0.0, 0.1
169, 0.0, 0.1
175, 0.0, 0.1
181, 0.0, 0.1
187, 0.0, 0.1
192, 0.0, 0.1
197, 0.0, 0.1
202, 0.0, 0.1
208, 0.0, 0.1
213, 0.0, 0.1
218, 0.0, 0.1
223, 0.0, 0.1
228, 0.0, 0.1
234, 0.0, 0.1
240, 0.0, 0.1
246, 0.0, 0.1
252, 0.0, 0.1
258, 0.0, 0.1
264, 0.0, 0.1
270, 0.0, 0.1
276, 0.0, 0.1
281, 0.0, 0.1
287, 0.0, 0.1
292, 0.0, 0.1
298, 0.0, 0.1
303, 0.0, 0.1
308, 0.0, 0.1
313, 0.0, 0.1
318, 0.0, 0.1
324, 0.0, 0.1
329, 0.0, 0.1
334, 0.0, 0.1
340, 0.0, 0.1
345, 0.0, 0.1
351, 0.0, 0.1
356, 0.0, 0.1
362, 0.0, 0.1
368, 0.0, 0.1
374, 0.0, 0.1
380, 0.0, 0.1
386, 0.0, 0.1
392, 0.0, 0.1
398, 0.0, 0.1
403, 0.0, 0.1
408, 0.0, 0.1
413, 0.0, 0.1
418, 0.0, 0.1
423, 0.0, 0.1
429, 0.0, 0.1
434, 0.0, 0.1
439, 0.0, 0.1
445, 0.0, 0.1
450, 0.0, 0.1
456, 0.0, 0.1
461, 0.0, 0.1
467, 0.0, 0.1
473, 0.0, 0.1
479, 0.0, 0.1
485, 0.0, 0.1
491, 0.0, 0.1
498, 0.0, 0.1
504, 0.0, 0.1
509, 0.0, 0.1
514, 0.0, 0.1
519, 0.0, 0.1
525, 0.0, 0.1
530, 0.0, 0.1
535, 0.0, 0.1
540, 0.0, 0.1
545, 0.0, 0.1
551, 0.0, 0.1
557, 0.0, 0.1
562, 0.0, 0.1
568, 0.0, 0.1
573, 0.0, 0.1
579, 0.0, 0.1
585, 0.0, 0.1
591, 0.0, 0.1
598, 0.0, 0.1
604, 0.0, 0.1
610, 0.0, 0.1
616, 0.0, 0.1
621, 0.0, 0.1
626, 0.0, 0.1
632, 0.0, 0.1
637, 0.0, 0.1
642, 0.0, 0.1
647, 0.0, 0.1
653, 0.0, 0.1
658, 0.0, 0.1
664, 0.0, 0.1
670, 0.0, 0.1
675, 0.0, 0.1
681, 0.0, 0.1
686, 0.0, 0.1
692, 0.0, 0.1
697, 0.0, 0.1
704, 0.0, 0.1
711, 0.0, 0.1
718, 0.0, 0.1
723, 0.0, 0.1
729, 0.0, 0.1
735, 0.0, 0.1
740, 0.0, 0.1
745, 0.0, 0.1
751, 0.0, 0.1
756, 0.0, 0.1
762, 0.0, 0.1
767, 0.0, 0.1
773, 0.0, 0.1
778, 0.0, 0.1
784, 0.0, 0.1
790, 0.0, 0.1
795, 0.0, 0.1
801, 0.0, 0.1
806, 0.0, 0.1
812, 0.0, 0.1
818, 0.0, 0.1
824, 0.0, 0.1
830, 0.0, 0.1
835, 0.0, 0.1
841, 0.0, 0.1
846, 0.0, 0.1
852, 0.0, 0.1
858, 0.0, 0.1
863, 0.0, 0.1
869, 0.0, 0.1
875, 0.0, 0.1
881, 0.0, 0.1
887, 0.0, 0.1
893, 0.0, 0.1
899, 0.0, 0.1
905, 0.0, 0.1
